Chr	Start	End	Name	Score	Strand
chr1	62419	68419	OR4F5	0	+
chr1	136379	142379	KNOWN	0	-
chr1	364640	370640	KNOWN	0	+
chr1	619034	625034	OR4F16	0	-
chr1	856303	862303	SAMD11	0	+
chr1	892964	898964	KLHL17	0	+
chr1	898862	904862	PLEKHN1	0	+
chr1	932552	938552	HES4	0	-
chr1	933518	939518	ISG15	0	+
chr1	952500	958500	AGRN	0	+
chr1	1006686	1012686	RNF223	0	-
chr1	1048741	1054741	C1orf159	0	-
chr1	1106260	1112260	TTLL10	0	+
chr1	1138972	1144972	TNFRSF18	0	-
chr1	1146533	1152533	TNFRSF4	0	-
chr1	1164411	1170411	SDF4	0	-
chr1	1164617	1170617	B3GALT6	0	+
chr1	1179102	1185102	C1QTNF12	0	-
chr1	1206244	1212244	UBE2J2	0	-
chr1	1212816	1218816	SCNN1D	0	+
chr1	1241989	1247989	ACAP3	0	-
chr1	1257067	1263067	INTS11	0	-
chr1	1257136	1263136	CPTP	0	+
chr1	1281798	1287798	DVL1	0	-
chr1	1294157	1300157	MXRA8	0	-
chr1	1307587	1313587	AURKAIP1	0	-
chr1	1331715	1337715	CCNL2	0	-
chr1	1339673	1345673	MRPL20	0	-
chr1	1354149	1360149	ANKRD65	0	-
chr1	1358251	1364251	TMEM88B	0	+
chr1	1367241	1373241	VWA1	0	+
chr1	1382069	1388069	ATAD3C	0	+
chr1	1404145	1410145	ATAD3B	0	+
chr1	1444542	1450542	ATAD3A	0	+
chr1	1473004	1479004	TMEM240	0	-
chr1	1507243	1513243	SSU72	0	-
chr1	1532515	1538515	FNDC10	0	-
chr1	1547834	1553834	MIB2	0	+
chr1	1587473	1593473	CDK11B	0	-
chr1	1621234	1627234	SLC35E2B	0	-
chr1	1652796	1658796	CDK11A	0	-
chr1	1708896	1714896	NADK	0	-
chr1	1819556	1825556	GNB1	0	-
chr1	1843547	1849547	CALML6	0	+
chr1	1847718	1853718	TMEM52	0	-
chr1	1932276	1938276	CFAP74	0	-
chr1	1947768	1953768	GABRD	0	+
chr1	1978850	1984850	PRKCZ	0	+
chr1	2156758	2162758	SKI	0	+
chr1	2320146	2326146	MORN1	0	-
chr1	2320214	2326214	RER1	0	+
chr1	2354419	2360419	PLCH2	0	+
chr1	2455036	2461036	PANK4	0	-
chr1	2458702	2464702	HES5	0	-
chr1	2484078	2490078	TNFRSF14	0	+
chr1	2561455	2567455	MMEL1	0	-
chr1	2715258	2721258	TTC34	0	-
chr1	2935031	2941031	ACTRT2	0	+
chr1	2982732	2988732	PRDM16	0	+
chr1	3368229	3374229	ARHGEF16	0	+
chr1	3525072	3531072	MEGF6	0	-
chr1	3538579	3544579	TPRG1L	0	+
chr1	3566080	3572080	TP73	0	+
chr1	3660024	3666024	CCDC27	0	+
chr1	3686313	3692313	SMIM1	0	+
chr1	3710062	3716062	LRRC47	0	-
chr1	3770960	3776960	CEP104	0	-
chr1	3813857	3819857	C1orf174	0	-
chr1	4711669	4717669	AJAP1	0	+
chr1	6049533	6055533	NPHP4	0	-
chr1	6237381	6243381	CHD5	0	-
chr1	6266449	6272449	RPL22	0	-
chr1	6293032	6299032	ICMT	0	-
chr1	6301239	6307239	HES3	0	+
chr1	6318158	6324158	GPR153	0	-
chr1	6450827	6456827	ACOT7	0	-
chr1	6481730	6487730	HES2	0	-
chr1	6481836	6487836	ESPN	0	+
chr1	6577134	6583134	PLEKHG5	0	-
chr1	6611573	6617573	NOL9	0	-
chr1	6612367	6618367	TAS1R1	0	+
chr1	6637054	6643054	ZBTB48	0	+
chr1	6671667	6677667	KLHL21	0	-
chr1	6758984	6764984	DNAJC11	0	-
chr1	6842514	6848514	CAMTA1	0	+
chr1	7828356	7834356	VAMP3	0	+
chr1	7841351	7847351	PER3	0	+
chr1	8000225	8006225	TNFRSF9	0	-
chr1	8011351	8017351	PARK7	0	+
chr1	8083369	8089369	ERRFI1	0	-
chr1	8375174	8381174	SLC45A1	0	+
chr1	8905980	8911980	RERE	0	-
chr1	8936249	8942249	ENO1	0	-
chr1	9002926	9008926	CA6	0	+
chr1	9083482	9089482	SLC2A7	0	-
chr1	9145537	9151537	SLC2A5	0	-
chr1	9186161	9192161	GPR157	0	-
chr1	9291833	9297833	H6PD	0	+
chr1	9349953	9355953	SPSB1	0	+
chr1	9596524	9602524	SLC25A33	0	+
chr1	9645969	9651969	TMEM201	0	+
chr1	9686947	9692947	PIK3CD	0	+
chr1	9967394	9973394	CTNNBIP1	0	-
chr1	10000465	10006465	LZIC	0	-
chr1	10000486	10006486	NMNAT1	0	+
chr1	10054264	10060264	RBP7	0	+
chr1	10089890	10095890	UBE4B	0	+
chr1	10267628	10273628	KIF1B	0	+
chr1	10455649	10461649	PGD	0	+
chr1	10487159	10493159	CENPS-CORT	0	+
chr1	10529345	10535345	PEX14	0	+
chr1	10853707	10859707	CASZ1	0	-
chr1	11039133	11045133	C1orf127	0	-
chr1	11104296	11110296	MASP2	0	-
chr1	11117077	11123077	SRM	0	-
chr1	11156926	11162926	EXOSC10	0	-
chr1	11319613	11325613	MTOR	0	-
chr1	11330255	11336255	UBIAD1	0	+
chr1	11536212	11542212	DISP3	0	+
chr1	11712842	11718842	FBXO2	0	-
chr1	11748767	11754767	DRAXIN	0	+
chr1	11793141	11799141	AGTRAP	0	+
chr1	11818844	11824844	C1orf167	0	+
chr1	11863153	11869153	CLCN6	0	+
