Chr	Start	End	Mutation	Size	Middle	Start_C	End_C	Mutations_C
chr1	11847599	11853093	11847627	5494	11850346	-2747	2747	-2719
chr1	108745684	108747706	108746730	2022	108746695	-1011	1011	35
chr1	153987648	153993163	153992859	5515	153990405	-2757	2758	2454
chr1	149886886	149889648	149887265	2762	149888267	-1381	1381	-1002
chr1	1532379	1537640	1533987	5261	1535009	-2630	2631	-1022
chr1	1915137	1918067	1916828	2930	1916602	-1465	1465	226
chr1	154990293	154995153	154993642	4860	154992723	-2430	2430	919
chr1	155287790	155295192	155287948	7402	155291491	-3701	3701	-3543
chr1	155941011	155944906	155942473	3895	155942958	-1947	1948	-485
chr1	149886886	149889648	149887475	2762	149888267	-1381	1381	-792
chr1	156929492	156933388	156932549	3896	156931440	-1948	1948	1109
chr1	1915137	1918067	1916819	2930	1916602	-1465	1465	217
chr1	45617194	45623000	45621953	5806	45620097	-2903	2903	1856
chr1	149809835	149812197	149812029	2362	149811016	-1181	1181	1013
chr1	149809835	149812197	149812186	2362	149811016	-1181	1181	1170
chr1	149886886	149889648	149887046	2762	149888267	-1381	1381	-1221
chr1	149886886	149889648	149887316	2762	149888267	-1381	1381	-951
chr1	155941011	155944906	155942618	3895	155942958	-1947	1948	-340
chr1	151170822	151175655	151170920	4833	151173238	-2416	2417	-2318
chr1	109605792	109606713	109606045	921	109606252	-460	461	-207
chr1	151170822	151175655	151171457	4833	151173238	-2416	2417	-1781
chr1	45617194	45623000	45622814	5806	45620097	-2903	2903	2717
chr1	154323517	154328328	154327817	4811	154325922	-2405	2406	1895
chr1	151165561	151170119	151166168	4558	151167840	-2279	2279	-1672
chr1	151700935	151708597	151702656	7662	151704766	-3831	3831	-2110
chr1	44782831	44785213	44784666	2382	44784022	-1191	1191	644
chr1	155287790	155295192	155288471	7402	155291491	-3701	3701	-3020
chr1	155941011	155944906	155942696	3895	155942958	-1947	1948	-262
chr1	154990293	154995153	154993959	4860	154992723	-2430	2430	1236
chr1	149886886	149889648	149887097	2762	149888267	-1381	1381	-1170
chr1	149886886	149889648	149887749	2762	149888267	-1381	1381	-518
chr1	149886886	149889648	149887584	2762	149888267	-1381	1381	-683
chr1	155941011	155944906	155942707	3895	155942958	-1947	1948	-251
chr1	156929492	156933388	156932516	3896	156931440	-1948	1948	1076
chr1	155287790	155295192	155291782	7402	155291491	-3701	3701	291
chr1	6577938	6581497	6579224	3559	6579717	-1779	1780	-493
chr1	154990293	154995153	154990329	4860	154992723	-2430	2430	-2394
chr1	155287790	155295192	155293212	7402	155291491	-3701	3701	1721
chr1	149809835	149812197	149811694	2362	149811016	-1181	1181	678
chr1	149809835	149812197	149812114	2362	149811016	-1181	1181	1098
chr1	156929492	156933388	156930613	3896	156931440	-1948	1948	-827
chr1	156929492	156933388	156932633	3896	156931440	-1948	1948	1193
chr1	31630676	31632967	31630750	2291	31631821	-1145	1146	-1071
chr1	149886886	149889648	149887226	2762	149888267	-1381	1381	-1041
chr1	155279859	155286466	155285743	6607	155283162	-3303	3304	2581
chr1	6577938	6581497	6580703	3559	6579717	-1779	1780	986
chr1	34866029	34867981	34867567	1952	34867005	-976	976	562
chr1	153987648	153993163	153991226	5515	153990405	-2757	2758	821
chr1	45617194	45623000	45622606	5806	45620097	-2903	2903	2509
chr1	6094063	6100872	6098600	6809	6097467	-3404	3405	1133
chr1	156929492	156933388	156932005	3896	156931440	-1948	1948	565
chr1	6577938	6581497	6580741	3559	6579717	-1779	1780	1024
chr1	149886886	149889648	149887261	2762	149888267	-1381	1381	-1006
chr1	154550069	154556304	154551807	6235	154553186	-3117	3118	-1379
chr1	45617194	45623000	45622793	5806	45620097	-2903	2903	2696
chr1	149886886	149889648	149887004	2762	149888267	-1381	1381	-1263
chr1	154990293	154995153	154992746	4860	154992723	-2430	2430	23
chr1	154990293	154995153	154993659	4860	154992723	-2430	2430	936
chr2	111119713	111125232	111123896	5519	111122472	-2759	2760	1424
chr2	219535489	219538367	219538034	2878	219536928	-1439	1439	1106
chr2	201281866	201286440	201285224	4574	201284153	-2287	2287	1071
chr2	201281866	201286440	201285251	4574	201284153	-2287	2287	1098
chr2	201281866	201286440	201285182	4574	201284153	-2287	2287	1029
chr2	201281866	201286440	201285028	4574	201284153	-2287	2287	875
chr2	201281866	201286440	201284842	4574	201284153	-2287	2287	689
chr2	135787106	135788841	135788169	1735	135787973	-867	868	196
chr2	201281866	201286440	201284960	4574	201284153	-2287	2287	807
chr2	201281866	201286440	201285129	4574	201284153	-2287	2287	976
chr2	135787106	135788841	135788242	1735	135787973	-867	868	269
chr2	201281866	201286440	201285026	4574	201284153	-2287	2287	873
chr2	201281866	201286440	201285178	4574	201284153	-2287	2287	1025
chr2	111119713	111125232	111123929	5519	111122472	-2759	2760	1457
chr2	27304827	27308636	27305034	3809	27306731	-1904	1905	-1697
chr2	113499063	113501311	113499655	2248	113500187	-1124	1124	-532
chr2	135787106	135788841	135788385	1735	135787973	-867	868	412
chr2	135787106	135788841	135788361	1735	135787973	-867	868	388
chr2	219538772	219540999	219540994	2227	219539885	-1113	1114	1109
chr2	219538772	219540999	219539815	2227	219539885	-1113	1114	-70
chr2	219535489	219538367	219537078	2878	219536928	-1439	1439	150
chr2	113499063	113501311	113499651	2248	113500187	-1124	1124	-536
chr3	51954913	51957472	51955721	2559	51956192	-1279	1280	-471
chr3	9501928	9507360	9502179	5432	9504644	-2716	2716	-2465
chr3	9498412	9501336	9501127	2924	9499874	-1462	1462	1253
chr3	73061434	73062951	73062332	1517	73062192	-758	759	140
chr3	73061434	73062951	73062533	1517	73062192	-758	759	341
chr3	126434634	126439307	126438334	4673	126436970	-2336	2337	1364
chr3	73061434	73062951	73062842	1517	73062192	-758	759	650
chr3	10283749	10285704	10285455	1955	10284726	-977	978	729
chr4	150580312	150584789	150583320	4477	150582550	-2238	2239	770
chr4	150580312	150584789	150583629	4477	150582550	-2238	2239	1079
chr4	150580312	150584789	150583700	4477	150582550	-2238	2239	1150
chr4	150580312	150584789	150583551	4477	150582550	-2238	2239	1001
chr4	150580312	150584789	150583784	4477	150582550	-2238	2239	1234
chr5	146514917	146516704	146515736	1787	146515810	-893	894	-74
chr5	141240151	141242199	141242004	2048	141241175	-1024	1024	829
chr5	141240151	141242199	141242080	2048	141241175	-1024	1024	905
chr5	141240151	141242199	141242095	2048	141241175	-1024	1024	920
chr5	146514917	146516704	146515288	1787	146515810	-893	894	-522
chr5	146514917	146516704	146515819	1787	146515810	-893	894	9
chr5	177402022	177405546	177402561	3524	177403784	-1762	1762	-1223
chr6	27866609	27868605	27867086	1996	27867607	-998	998	-521
chr6	27836509	27838789	27838771	2280	27837649	-1140	1140	1122
chr6	27866609	27868605	27866966	1996	27867607	-998	998	-641
chr6	73415673	73417133	73416197	1460	73416403	-730	730	-206
chr6	27145127	27146672	27146555	1545	27145899	-772	773	656
chr6	27836509	27838789	27838335	2280	27837649	-1140	1140	686
chr6	73415673	73417133	73416112	1460	73416403	-730	730	-291
chr6	27836509	27838789	27838123	2280	27837649	-1140	1140	474
chr6	35495749	35502112	35498299	6363	35498930	-3181	3182	-631
chr6	27836509	27838789	27838112	2280	27837649	-1140	1140	463
chr6	31531513	31537583	31532822	6070	31534548	-3035	3035	-1726
chr6	27836509	27838789	27838306	2280	27837649	-1140	1140	657
chr6	27836509	27838789	27838745	2280	27837649	-1140	1140	1096
chr6	27866609	27868605	27867101	1996	27867607	-998	998	-506
chr6	27836509	27838789	27837976	2280	27837649	-1140	1140	327
chr6	27866609	27868605	27867416	1996	27867607	-998	998	-191
chr6	27836509	27838789	27837957	2280	27837649	-1140	1140	308
chr6	42695518	42699158	42698397	3640	42697338	-1820	1820	1059
chr6	27145127	27146672	27146601	1545	27145899	-772	773	702
chr6	27836509	27838789	27838278	2280	27837649	-1140	1140	629
chr6	27836509	27838789	27838154	2280	27837649	-1140	1140	505
chr7	86861988	86864696	86864306	2708	86863342	-1354	1354	964
chr7	128773764	128777661	128774616	3897	128775712	-1948	1949	-1096
chr7	86861988	86864696	86864286	2708	86863342	-1354	1354	944
chr7	141790561	141792669	141791291	2108	141791615	-1054	1054	-324
chr7	86861988	86864696	86864615	2708	86863342	-1354	1354	1273
chr7	100641069	100644666	100641483	3597	100642867	-1798	1799	-1384
chr7	128773764	128777661	128775459	3897	128775712	-1948	1949	-253
chr7	100641069	100644666	100641209	3597	100642867	-1798	1799	-1658
chr7	128773764	128777661	128775083	3897	128775712	-1948	1949	-629
chr7	141790561	141792669	141790569	2108	141791615	-1054	1054	-1046
chr7	6493483	6498906	6498174	5423	6496194	-2711	2712	1980
chr7	141790561	141792669	141790880	2108	141791615	-1054	1054	-735
chr7	100641069	100644666	100641558	3597	100642867	-1798	1799	-1309
chr7	128773764	128777661	128775718	3897	128775712	-1948	1949	6
chr7	100641069	100644666	100643215	3597	100642867	-1798	1799	348
chr7	128773764	128777661	128775458	3897	128775712	-1948	1949	-254
chr7	151147112	151151228	151149117	4116	151149170	-2058	2058	-53
chr8	144354974	144361416	144355625	6442	144358195	-3221	3221	-2570
chr8	66175486	66177750	66176750	2264	66176618	-1132	1132	132
chr8	66175486	66177750	66176824	2264	66176618	-1132	1132	206
chr8	11328178	11332268	11331684	4090	11330223	-2045	2045	1461
chr9	35555603	35563587	35563033	7984	35559595	-3992	3992	3438
chr9	35555603	35563587	35558486	7984	35559595	-3992	3992	-1109
chr9	35555603	35563587	35562548	7984	35559595	-3992	3992	2953
chr9	35555603	35563587	35560530	7984	35559595	-3992	3992	935
chr9	116078	118313	116959	2235	117195	-1117	1118	-236
chr9	35555603	35563587	35558282	7984	35559595	-3992	3992	-1313
chr9	130887675	130895048	130893471	7373	130891361	-3686	3687	2110
chr10	100280921	100287226	100286145	6305	100284073	-3152	3153	2072
chr11	57742440	57745448	57744396	3008	57743944	-1504	1504	452
chr11	64115703	64118504	64116390	2801	64117103	-1400	1401	-713
chr11	64115703	64118504	64117422	2801	64117103	-1400	1401	319
chr11	72233961	72240637	72238372	6676	72237299	-3338	3338	1073
