Chr	Start	End	Name	Region_Type	Orientation
chr1	1194936	1206508	TTLL10-TNFRSF18	C	+-
chr1	1232041	1245446	B3GALT6-C1QTNF12	C	+-
chr1	1289029	1295390	SCNN1D-ACAP3	C	+-
chr1	1325896	1338276	CPTP-DVL1	C	+-
chr1	1531685	1537778	ATAD3A-TMEM240	C	+-
chr1	1627605	1638225	MIB2-CDK11B	C	+-
chr1	1914296	1920590	CALML6-TMEM52	C	+-
chr1	2502532	2511537	PLCH2-PANK4	C	+-
chr1	3478113	3490951	ARHGEF16-MEGF6	C	+-
chr1	3772982	3781559	SMIM1-LRRC47	C	+-
chr1	6242578	6250353	HES3-GPR153	C	+-
chr1	6458367	6470122	ESPN-PLEKHG5	C	+-
chr1	6586280	6593724	ZBTB48-KLHL21	C	+-
chr1	8341167	8355397	SLC45A1-RERE	C	+-
chr1	10627758	10639604	PEX14-CASZ1	C	+-
chr1	11845079	11860464	CLCN6-NPPB	C	+-
chr1	15937456	15944869	SPEN-ZBTB17	C	+-
chr1	16054311	16060769	CLCNKB-FAM131C	C	+-
chr1	16969964	16977502	CROCC-MFAP2	C	+-
chr1	17398699	17409760	PADI6-RCC2	C	+-
chr1	19257128	19268982	MRTO4-AKR7L	C	+-
chr1	19326300	19341775	SLC66A1-CAPZB	C	+-
chr1	19677966	19685240	HTR6-TMCO4	C	+-
chr1	19909945	19923009	OTUD3-PLA2G2E	C	+-
chr1	20648511	20654767	PINK1-DDOST	C	+-
chr1	23080689	23087030	KDM1A-LUZP1	C	+-
chr1	23792539	23798599	LYPLA2-GALE	C	+-
chr1	23960462	23967347	PNRC2-SRSF10	C	+-
chr1	26033464	26040252	EXTL1-SLC30A2	C	+-
chr1	26160962	26167101	FAM110D-C1orf232	C	+-
chr1	26275808	26284328	CEP85-UBXN11	C	+-
chr1	26943871	26952562	NUDC-KDF1	C	+-
chr1	26997886	27008020	TRNP1-TENT5B	C	+-
chr1	27350937	27358184	SYTL1-MAP3K6	C	+-
chr1	27392814	27407230	GPR3-WASF2	C	+-
chr1	27883685	27894524	THEMIS2-RPA2	C	+-
chr1	27965093	27973344	XKR8-EYA3	C	+-
chr1	28575545	28590829	TRNAU1AP-TAF12	C	+-
chr1	31361953	31368253	ZCCHC17-FABP3	C	+-
chr1	32330635	32336839	HDAC1-MARCKSL1	C	+-
chr1	32361312	32367633	TSSK3-BSDC1	C	+-
chr1	32771970	32778237	KIAA1522-YARS1	C	+-
chr1	33297719	33309766	ZNF362-A3GALT2	C	+-
chr1	35592328	35602541	TFAP2E-PSMB2	C	+-
chr1	36090932	36098239	ADPRS-COL8A2	C	+-
chr1	37481377	37492993	ZC3H12A-MEAF6	C	+-
chr1	37706719	37716880	CDCA8-EPHA10	C	+-
chr1	37798137	37805945	MANEAL-YRDC	C	+-
chr1	39760914	39772523	PPIE-OXCT2	C	+-
chr1	40069649	40075710	CAP1-PPT1	C	+-
chr1	40291180	40303489	ZMPSTE24-COL9A2	C	+-
chr1	41009565	41018589	CTPS1-SLFNL1	C	+-
chr1	42152820	42165690	GUCA2B-GUCA2A	C	+-
chr1	42421232	42433329	RIMKLA-ZMYND12	C	+-
chr1	43153396	43167175	FAM183A-EBNA1BP2	C	+-
chr1	43360203	43366398	CDC20-ELOVL1	C	+-
chr1	43988170	43994500	B4GALT2-SLC6A9	C	+-
chr1	44132140	44140821	KLF17-KLF18	C	+-
chr1	44217681	44224070	DMAP1-ERI3	C	+-
chr1	44775779	44786585	RPS8-BEST4	C	+-
chr1	44812585	44822844	BTBD19-PTCH2	C	+-
chr1	45325710	45332262	HPDL-ENSG00000288208	C	+-
chr1	45615904	45623044	NASP-CCDC17	C	+-
chr1	46033122	46046661	MAST2-P3R3URF-PIK3R3	C	+-
chr1	52891998	52898910	ZYG11A-ECHDC2	C	+-
chr1	53082501	53090179	PODN-SLC1A7	C	+-
chr1	53908086	53919574	DIO1-HSPB11	C	+-
chr1	54839252	54852627	LEXM-DHCR24	C	+-
chr1	55061852	55069359	PCSK9-USP24	C	+-
chr1	56712335	56721789	PRKAA2-FYB2	C	+-
chr1	62448804	62457298	USP1-DOCK7	C	+-
chr1	63435553	63443770	ALG6-ITGB3BP	C	+-
chr1	67395724	67410810	IL12RB2-SERBP1	C	+-
chr1	70250052	70261999	SRSF11-ANKRD13C	C	+-
chr1	75910242	75921873	MSH4-ASB17	C	+-
chr1	77556966	77565416	AK5-ZZZ3	C	+-
chr1	77940895	77947055	NEXN-FUBP1	C	+-
chr1	92242813	92249402	C1orf146-GLMN	C	+-
chr1	93551661	93564741	FNBP1L-BCAR3	C	+-
chr1	94892246	94899949	SLC44A3-CNN3	C	+-
chr1	99691541	99706970	PALMD-FRRS1	C	+-
chr1	100080321	100086563	ENSG00000283761-SASS6	C	+-
chr1	100978757	100992623	SLC30A7-DPH5	C	+-
chr1	108641900	108651290	FAM102B-HENMT1	C	+-
chr1	108806523	108818898	STXBP3-AKNAD1	C	+-
chr1	109272751	109282556	CELSR2-PSRC1	C	+-
chr1	109499932	109507178	CYB561D1-AMIGO1	C	+-
chr1	109597195	109606091	GNAI3-GNAT2	C	+-
chr1	112697756	112705614	MOV10-ENSG00000271810	C	+-
chr1	115695224	115703021	VANGL1-CASQ2	C	+-
chr1	117104453	117114060	TTF2-TRIM45	C	+-
chr1	119741218	119751002	PHGDH-HMGCS2	C	+-
chr1	145667650	145673852	GPR89A-PDZK1	C	+-
chr1	147623216	147632652	BCL9-ACP6	C	+-
chr1	149045286	149055186	PDE4DIP-NBPF9	C	+-
chr1	149836767	149843687	H4C14-H3C14	C	+-
chr1	149850125	149857045	H3C15-H4C15	C	+-
chr1	149897798	149906318	BOLA1-SV2A	C	+-
chr1	150992634	150999549	ANXA9-MINDY1	C	+-
chr1	151044720	151053971	BNIPL-CDC42SE1	C	+-
chr1	151122542	151134685	GABPB2-SEMA6C	C	+-
chr1	151167296	151179304	SCNM1-VPS72	C	+-
chr1	151398937	151405724	PSMB4-POGZ	C	+-
chr1	152611098	152625834	LCE3B-LCE3A	C	+-
chr1	152795181	152807832	LCE1D-LCE1C	C	+-
chr1	153029900	153042732	SPRR1B-SPRR2D	C	+-
chr1	153989155	153995685	RPS27-NUP210L	C	+-
