Chr	Start	End	Name	Score	Strand
chr1	856303	862303	SAMD11	0	+
chr1	892964	898964	KLHL17	0	+
chr1	898862	904862	PLEKHN1	0	+
chr1	932552	938552	HES4	0	-
chr1	933518	939518	ISG15	0	+
chr1	952500	958500	AGRN	0	+
chr1	1006686	1012686	RNF223	0	-
chr1	1048741	1054741	C1orf159	0	-
chr1	1138972	1144972	TNFRSF18	0	-
chr1	1146533	1152533	TNFRSF4	0	-
chr1	1164411	1170411	SDF4	0	-
chr1	1164617	1170617	B3GALT6	0	+
chr1	1179102	1185102	C1QTNF12	0	-
chr1	1206244	1212244	UBE2J2	0	-
chr1	1212816	1218816	SCNN1D	0	+
chr1	1241989	1247989	ACAP3	0	-
chr1	1257067	1263067	INTS11	0	-
chr1	1257136	1263136	CPTP	0	+
chr1	1281798	1287798	DVL1	0	-
chr1	1294157	1300157	MXRA8	0	-
chr1	1307587	1313587	AURKAIP1	0	-
chr1	1331715	1337715	CCNL2	0	-
chr1	1339673	1345673	MRPL20	0	-
chr1	1354149	1360149	ANKRD65	0	-
chr1	1367241	1373241	VWA1	0	+
chr1	1382069	1388069	ATAD3C	0	+
chr1	1404145	1410145	ATAD3B	0	+
chr1	1444542	1450542	ATAD3A	0	+
chr1	1507243	1513243	SSU72	0	-
chr1	1532515	1538515	FNDC10	0	-
chr1	1547834	1553834	MIB2	0	+
chr1	1587473	1593473	CDK11B	0	-
chr1	1621234	1627234	SLC35E2B	0	-
chr1	1652796	1658796	CDK11A	0	-
chr1	1708896	1714896	NADK	0	-
chr1	1819556	1825556	GNB1	0	-
chr1	1847718	1853718	TMEM52	0	-
chr1	1947768	1953768	GABRD	0	+
chr1	1978850	1984850	PRKCZ	0	+
chr1	2156758	2162758	SKI	0	+
chr1	2320146	2326146	MORN1	0	-
chr1	2320214	2326214	RER1	0	+
chr1	2354419	2360419	PLCH2	0	+
chr1	2455036	2461036	PANK4	0	-
chr1	2484078	2490078	TNFRSF14	0	+
chr1	2561455	2567455	MMEL1	0	-
chr1	2982732	2988732	PRDM16	0	+
chr1	3368229	3374229	ARHGEF16	0	+
chr1	3525072	3531072	MEGF6	0	-
chr1	3538579	3544579	TPRG1L	0	+
chr1	3566080	3572080	TP73	0	+
chr1	3686313	3692313	SMIM1	0	+
chr1	3710062	3716062	LRRC47	0	-
chr1	3770960	3776960	CEP104	0	-
chr1	3813857	3819857	C1orf174	0	-
chr1	4711669	4717669	AJAP1	0	+
chr1	6049533	6055533	NPHP4	0	-
chr1	6266449	6272449	RPL22	0	-
chr1	6293032	6299032	ICMT	0	-
chr1	6318158	6324158	GPR153	0	-
chr1	6450827	6456827	ACOT7	0	-
chr1	6481730	6487730	HES2	0	-
chr1	6481836	6487836	ESPN	0	+
chr1	6577134	6583134	PLEKHG5	0	-
chr1	6611573	6617573	NOL9	0	-
chr1	6637054	6643054	ZBTB48	0	+
chr1	6671667	6677667	KLHL21	0	-
chr1	6758984	6764984	DNAJC11	0	-
chr1	6842514	6848514	CAMTA1	0	+
chr1	7828356	7834356	VAMP3	0	+
chr1	7841351	7847351	PER3	0	+
chr1	8000225	8006225	TNFRSF9	0	-
chr1	8011351	8017351	PARK7	0	+
chr1	8083369	8089369	ERRFI1	0	-
chr1	8375174	8381174	SLC45A1	0	+
chr1	8905980	8911980	RERE	0	-
chr1	8936249	8942249	ENO1	0	-
chr1	9145537	9151537	SLC2A5	0	-
chr1	9186161	9192161	GPR157	0	-
chr1	9291833	9297833	H6PD	0	+
chr1	9349953	9355953	SPSB1	0	+
chr1	9596524	9602524	SLC25A33	0	+
chr1	9645969	9651969	TMEM201	0	+
chr1	9686947	9692947	PIK3CD	0	+
chr1	9967394	9973394	CTNNBIP1	0	-
chr1	10000465	10006465	LZIC	0	-
chr1	10000486	10006486	NMNAT1	0	+
chr1	10054264	10060264	RBP7	0	+
chr1	10089890	10095890	UBE4B	0	+
chr1	10267628	10273628	KIF1B	0	+
chr1	10455649	10461649	PGD	0	+
chr1	10487159	10493159	CENPS-CORT	0	+
chr1	10529345	10535345	PEX14	0	+
chr1	10853707	10859707	CASZ1	0	-
chr1	11104296	11110296	MASP2	0	-
chr1	11117077	11123077	SRM	0	-
chr1	11156926	11162926	EXOSC10	0	-
chr1	11319613	11325613	MTOR	0	-
chr1	11330255	11336255	UBIAD1	0	+
chr1	11712842	11718842	FBXO2	0	-
chr1	11748767	11754767	DRAXIN	0	+
chr1	11793141	11799141	AGTRAP	0	+
chr1	11818844	11824844	C1orf167	0	+
chr1	11863153	11869153	CLCN6	0	+
chr1	11983485	11989485	KIAA2013	0	-
chr1	11991262	11997262	PLOD1	0	+
chr1	12037238	12043238	MFN2	0	+
chr1	12076523	12082523	MIIP	0	+
chr1	12120360	12126360	TNFRSF8	0	+
chr1	12224048	12230048	TNFRSF1B	0	+
chr1	12287087	12293087	VPS13D	0	+
chr1	12675216	12681216	DHRS3	0	-
chr1	12905573	12911573	HNRNPCL1	0	-
chr1	13181326	13187326	HNRNPCL2	0	-
chr1	13837498	13843498	LRRC38	0	-
chr1	13906960	13912960	PDPN	0	+
chr1	14023683	14029683	PRDM2	0	+
chr1	14216287	14222287	KAZN	0	+
chr1	15476028	15482028	TMEM51	0	+
chr1	15560017	15566017	FHAD1	0	+
chr1	15733384	15739384	EFHD2	0	+
chr1	15850029	15856029	CASP9	0	-
chr1	15850308	15856308	DNAJC16	0	+
chr1	15940953	15946953	DDI2	0	+
chr1	16007815	16013815	PLEKHM2	0	+
chr1	16059753	16065753	SLC25A34	0	+
chr1	16080102	16086102	FBLIM1	0	+
chr1	16132843	16138843	UQCRHL	0	-
chr1	16159590	16165590	SPEN	0	+
chr1	16299627	16305627	ZBTB17	0	-
chr1	16397146	16403146	FAM131C	0	-
chr1	16479564	16485564	EPHA2	0	-
chr1	16536147	16542147	ARHGEF19	0	-
chr1	16560678	16566678	CPLANE2	0	-
chr1	16675975	16681975	FBXO42	0	-
chr1	16760919	16766919	SPATA21	0	-
chr1	16764216	16770216	NECAP2	0	+
chr1	16937057	16943057	NBPF1	0	-
chr1	17063768	17069768	CROCC	0	+
chr1	17304127	17310127	MFAP2	0	-
chr1	17335423	17341423	ATP13A2	0	-
chr1	17377527	17383527	SDHB	0	-
chr1	17442946	17448946	PADI2	0	-
chr1	17528623	17534623	PADI1	0	+
chr1	17572593	17578593	PADI3	0	+
chr1	17763173	17769173	RCC2	0	-
chr1	17863193	17869193	ARHGEF10L	0	+
chr1	18078828	18084828	ACTL8	0	+
chr1	18431292	18437292	IGSF21	0	+
chr1	18804424	18810424	KLHDC7A	0	+
chr1	19244615	19250615	NOVEL	0	-
chr1	19533760	19539760	UBR4	0	-
chr1	19575046	19581046	EMC1	0	-
chr1	19575299	19581299	MRTO4	0	+
chr1	19612264	19618264	AKR7A3	0	-
chr1	19635638	19641638	AKR7A2	0	-
chr1	19635820	19641820	SLC66A1	0	+
chr1	19809033	19815033	CAPZB	0	-
chr1	19920473	19926473	NBL1	0	+
chr1	20123438	20129438	TMCO4	0	-
chr1	20138776	20144776	RNF186	0	-
chr1	20205888	20211888	OTUD3	0	+
chr1	20303909	20309909	PLA2G2A	0	-
chr1	20351672	20357672	PLA2G5	0	+
chr1	20443059	20449059	PLA2G2D	0	-
chr1	20462816	20468816	PLA2G2F	0	+
chr1	20614368	20620368	VWA5B1	0	+
chr1	20809703	20815703	CAMK2N1	0	-
chr1	20831644	20837644	MUL1	0	-
chr1	20912579	20918579	CDA	0	+
chr1	20956951	20962951	PINK1	0	+
chr1	20985037	20991037	DDOST	0	-
chr1	21041510	21047510	KIF17	0	-
chr1	21056330	21062330	SH2D5	0	-
chr1	21110816	21116816	HP1BP3	0	-
chr1	21500778	21506778	EIF4G3	0	-
chr1	21669065	21675065	ECE1	0	-
chr1	21763621	21769621	NBPF3	0	+
chr1	21832890	21838890	ALPL	0	+
chr1	21992850	21998850	RAP1GAP	0	-
chr1	22107099	22113099	USP48	0	-
chr1	22260803	22266803	HSPG2	0	-
chr1	22467462	22473462	WNT4	0	-
chr1	22752331	22758331	ZBTB40	0	+
chr1	22976255	22982255	C1QB	0	+
chr1	23034332	23040332	EPHB2	0	+
chr1	23342936	23348936	KDM1A	0	+
chr1	23501301	23507301	LUZP1	0	-
chr1	23540995	23546995	HTR1D	0	-
chr1	23667829	23673829	HNRNPR	0	-
chr1	23693329	23699329	ZNF436	0	-
chr1	23748241	23754241	TCEA3	0	-
chr1	23808061	23814061	ASAP3	0	-
chr1	23854725	23860725	E2F2	0	-
chr1	23882992	23888992	ID3	0	-
chr1	24015232	24021232	RPL11	0	+
chr1	24066938	24072938	ELOA	0	+
chr1	24101908	24107908	PITHD1	0	+
chr1	24114635	24120635	LYPLA2	0	+
chr1	24124271	24130271	GALE	0	-
chr1	24162110	24168110	HMGCL	0	-
chr1	24191780	24197780	FUCA1	0	-
chr1	24280329	24286329	PNRC2	0	+
chr1	24304417	24310417	SRSF10	0	-
chr1	24435625	24441625	MYOM3	0	-
chr1	24466630	24472630	IL22RA1	0	-
chr1	24511449	24517449	IFNLR1	0	-
chr1	24523048	24529048	GRHL3	0	+
chr1	24739292	24745292	NIPAL3	0	+
chr1	24825841	24831841	RCAN3	0	+
chr1	24879578	24885578	NCMAP	0	+
chr1	24955207	24961207	SRRM1	0	+
chr1	25068873	25074873	CLIC4	0	+
chr1	25288612	25294612	RUNX3	0	-
chr1	25555993	25561993	SYF2	0	-
chr1	25661704	25667704	RSRP1	0	-
chr1	25753683	25759683	RHCE	0	-
chr1	25754349	25760349	MACO1	0	+
chr1	25867097	25873097	LDLRAP1	0	+
chr1	25940282	25946282	MAN1C1	0	+
chr1	26123684	26129684	SELENON	0	+
chr1	26182949	26188949	AUNIP	0	-
chr1	26199199	26205199	PAQR7	0	-
chr1	26230482	26236482	STMN1	0	-
chr1	26321608	26327608	PAFAH2	0	-
chr1	26369609	26375609	SLC30A2	0	-
chr1	26434656	26440656	PDIK1L	0	+
chr1	26482570	26488570	FAM110D	0	+
chr1	26495323	26501323	ZNF593OS	0	-
chr1	26500975	26506975	CNKSR1	0	+
chr1	26557691	26563691	CEP85	0	+
chr1	26641854	26647854	UBXN11	0	-
chr1	26683571	26689571	CRYBG2	0	-
chr1	26698013	26704013	ZNF683	0	-
chr1	26755773	26761773	DHDDS	0	+
chr1	26795931	26801931	HMGN2	0	+
chr1	26853252	26859252	RPS6KA1	0	+
chr1	27016727	27022727	ARID1A	0	+
chr1	27110545	27116545	PIGV	0	+
chr1	27150179	27156179	ZDHHC18	0	+
chr1	27186640	27192640	SFN	0	+
chr1	27213774	27219774	GPN2	0	-
chr1	27223729	27229729	NUDC	0	+
chr1	27283959	27289959	KDF1	0	-
chr1	27317183	27323183	TRNP1	0	+
chr1	27336341	27342341	TENT5B	0	-
chr1	27490472	27496472	SLC9A1	0	-
chr1	27558123	27564123	WDTC1	0	+
chr1	27645636	27651636	TMEM222	0	+
chr1	27665511	27671511	SYTL1	0	+
chr1	27690452	27696452	MAP3K6	0	-
chr1	27698315	27704315	FCN3	0	-
chr1	27706823	27712823	CD164L2	0	-
chr1	27716126	27722126	GPR3	0	+
chr1	27813678	27819678	WASF2	0	-
chr1	27927942	27933942	AHDC1	0	-
chr1	27958696	27964696	FGR	0	-
chr1	27995723	28001723	IFI6	0	-
chr1	28049472	28055472	FAM76A	0	+
chr1	28096730	28102730	STX12	0	+
chr1	28154293	28160293	PPP1R8	0	+
chr1	28196054	28202054	THEMIS2	0	+
chr1	28238257	28244257	RPA2	0	-
chr1	28258511	28264511	SMPDL3B	0	+
chr1	28283099	28289099	XKR8	0	+
chr1	28412148	28418148	EYA3	0	-
chr1	28517447	28523447	PTAFR	0	-
chr1	28556540	28562540	DNAJC8	0	-
chr1	28559620	28565620	ATP5IF1	0	+
chr1	28583029	28589029	SESN2	0	+
chr1	28652513	28658513	MED18	0	+
chr1	28693093	28699093	PHACTR4	0	+
chr1	28829455	28835455	RCC1	0	+
chr1	28876597	28882597	TRNAU1AP	0	+
chr1	28971803	28977803	TAF12	0	-
chr1	28992290	28998290	GMEB1	0	+
chr1	29060133	29066133	YTHDF2	0	+
chr1	29210603	29216603	EPB41	0	+
chr1	29505412	29511412	SRSF4	0	-
chr1	29554454	29560454	MECR	0	-
chr1	29560028	29566028	PTPRU	0	+
chr1	31227621	31233621	LAPTM5	0	-
chr1	31378605	31384605	SDC3	0	-
chr1	31535838	31541838	PUM1	0	-
chr1	31709734	31715734	NKAIN1	0	-
chr1	31766635	31772635	SNRNP40	0	-
chr1	31766829	31772829	ZCCHC17	0	+
chr1	31846697	31852697	FABP3	0	-
chr1	31879412	31885412	SERINC2	0	+
chr1	32039086	32045086	TINAGL1	0	+
chr1	32107497	32113497	PEF1	0	-
chr1	32166920	32172920	COL16A1	0	-
chr1	32227494	32233494	ADGRB2	0	-
chr1	32278623	32284623	SPOCD1	0	-
chr1	32407457	32413457	PTP4A2	0	-
chr1	32476469	32482469	KHDRBS1	0	+
chr1	32534632	32540632	TMEM39B	0	+
chr1	32570657	32576657	KPNA6	0	+
chr1	32642276	32648276	TXLNA	0	+
chr1	32663196	32669196	CCDC28B	0	+
chr1	32668272	32674272	IQCC	0	+
chr1	32683678	32689678	EIF3I	0	+
chr1	32709823	32715823	FAM167B	0	+
chr1	32713845	32719845	LCK	0	+
chr1	32754684	32760684	HDAC1	0	+
chr1	32798834	32804834	MARCKSL1	0	-
chr1	32814122	32820122	TSSK3	0	+
chr1	32857332	32863332	BSDC1	0	-
chr1	32927658	32933658	ENSG00000254553	0	+
chr1	33113743	33119743	RBBP4	0	+
chr1	33204431	33210431	KIAA1522	0	+
chr1	33280632	33286632	YARS1	0	-
chr1	33335083	33341083	FNDC5	0	-
chr1	33348595	33354595	HPCA	0	+
chr1	33427410	33433410	RNF19B	0	-
chr1	33543597	33549597	AK2	0	-
chr1	33543705	33549705	AZIN2	0	+
chr1	33644660	33650660	TRIM62	0	-
chr1	33719093	33725093	ZNF362	0	+
chr1	33893696	33899696	PHC2	0	-
chr1	33935246	33941246	ZSCAN20	0	+
chr1	34628443	34634443	CSMD2	0	-
chr1	35322356	35328356	SMIM12	0	-
chr1	35392251	35398251	DLGAP3	0	-
chr1	35494342	35500342	ENSG00000271741	0	-
chr1	35494773	35500773	ZMYM1	0	+
chr1	35656047	35662047	SFPQ	0	-
chr1	36020551	36026551	KIAA0319L	0	-
chr1	36035915	36041915	TFAP2E	0	+
chr1	36104127	36110127	PSMB2	0	-
chr1	36181495	36187495	C1orf216	0	-
chr1	36232579	36238579	CLSPN	0	-
chr1	36270617	36276617	AGO4	0	+
chr1	36332409	36338409	AGO1	0	+
chr1	36393319	36399319	AGO3	0	+
chr1	36551493	36557493	ADPRS	0	+
chr1	36587823	36593823	COL8A2	0	-
chr1	36618180	36624180	MAP7D1	0	+
chr1	36687033	36693033	THRAP3	0	+
chr1	36768969	36774969	SH3D21	0	+
chr1	36848525	36854525	STK40	0	-
chr1	36860509	36866509	LSM10	0	-
chr1	36913052	36919052	OSCP1	0	-
chr1	36926985	36932985	MRPS15	0	-
chr1	36945879	36951879	CSF3R	0	-
chr1	37937181	37943181	ZC3H12A	0	+
chr1	37977367	37983367	MEAF6	0	-
chr1	38016894	38022894	SNIP1	0	-
chr1	38058538	38064538	GNL2	0	-
chr1	38154921	38160921	C1orf109	0	-
chr1	38155153	38161153	CDCA8	0	+
