Chr	Start	End	Mutation	Size	Middle	Start_C	End_C	Mutations_C
chr1	145906111	145914111	145912056	8000	145910111	-4000	4000	1945
chr1	161148776	161156776	161153822	8000	161152776	-4000	4000	1046
chr1	19284770	19292770	19286262	8000	19288770	-4000	4000	-2508
chr1	232801416	232809416	232805052	8000	232805416	-4000	4000	-364
chr1	23365836	23373836	23369496	8000	23369836	-4000	4000	-340
chr1	149808373	149816373	149812291	8000	149812373	-4000	4000	-82
chr1	246503312	246511312	246507283	8000	246507312	-4000	4000	-29
chr1	248855144	248863144	248855418	8000	248859144	-4000	4000	-3726
chr1	45496300	45504300	45500381	8000	45500300	-4000	4000	81
chr1	231333852	231341852	231338305	8000	231337852	-4000	4000	453
chr1	25612791	25620791	25618268	8000	25616791	-4000	4000	1477
chr1	18476930	18484930	18483028	8000	18480930	-4000	4000	2098
chr1	39022318	39030318	39028861	8000	39026318	-4000	4000	2543
chr1	149808373	149816373	149813390	8000	149812373	-4000	4000	1017
chr1	151043751	151051751	151050674	8000	151047751	-4000	4000	2923
chr1	247100372	247108372	247101772	8000	247104372	-4000	4000	-2600
chr1	248855144	248863144	248857848	8000	248859144	-4000	4000	-1296
chr1	37855592	37863592	37857466	8000	37859592	-4000	4000	-2126
chr1	19247552	19255552	19251813	8000	19251552	-4000	4000	261
chr1	19284770	19292770	19285103	8000	19288770	-4000	4000	-3667
chr1	26107165	26115165	26114330	8000	26111165	-4000	4000	3165
chr1	27379333	27387333	27380117	8000	27383333	-4000	4000	-3216
chr1	36080094	36088094	36085835	8000	36084094	-4000	4000	1741
chr1	93875918	93883918	93877337	8000	93879918	-4000	4000	-2581
chr1	148479302	148487302	148483103	8000	148483302	-4000	4000	-199
chr1	153982358	153990358	153983538	8000	153986358	-4000	4000	-2820
chr1	155907404	155915404	155914223	8000	155911404	-4000	4000	2819
chr1	161162056	161170056	161168025	8000	161166056	-4000	4000	1969
chr1	197142694	197150694	197143455	8000	197146694	-4000	4000	-3239
chr1	232801416	232809416	232807134	8000	232805416	-4000	4000	1718
chr1	248855144	248863144	248857466	8000	248859144	-4000	4000	-1678
chr1	248855144	248863144	248857457	8000	248859144	-4000	4000	-1687
chr1	109707780	109715780	109712259	8000	109711780	-4000	4000	479
chr1	1720357	1728357	1721603	8000	1724357	-4000	4000	-2754
chr1	155606205	155614205	155611578	8000	155610205	-4000	4000	1373
chr1	46715146	46723146	46717972	8000	46719146	-4000	4000	-1174
chr1	100128955	100136955	100132845	8000	100132955	-4000	4000	-110
chr1	43970487	43978487	43972155	8000	43974487	-4000	4000	-2332
chr1	149883890	149891890	149886521	8000	149887890	-4000	4000	-1369
chr1	171777660	171785660	171784019	8000	171781660	-4000	4000	2359
chr1	222544104	222552104	222548008	8000	222548104	-4000	4000	-96
chr1	184047651	184055651	184054790	8000	184051651	-4000	4000	3139
chr1	203182704	203190704	203183727	8000	203186704	-4000	4000	-2977
chr1	162019869	162027869	162019984	8000	162023869	-4000	4000	-3885
