Chr	Start	End	Mutation	Size	Middle	Start_C	End_C	Mutations_C
chr1	145906111	145914111	145912056	8000	145910111	-4000	4000	1945
chr1	161148776	161156776	161153822	8000	161152776	-4000	4000	1046
chr1	248344775	248352775	248349077	8000	248348775	-4000	4000	302
chr1	143901977	143909977	143904312	8000	143905977	-4000	4000	-1665
chr1	19284770	19292770	19286262	8000	19288770	-4000	4000	-2508
chr1	152155228	152163228	152155595	8000	152159228	-4000	4000	-3633
chr1	232801416	232809416	232805052	8000	232805416	-4000	4000	-364
chr1	23365836	23373836	23369496	8000	23369836	-4000	4000	-340
chr1	149809693	149817693	149812291	8000	149813693	-4000	4000	-1402
chr1	152755561	152763561	152760603	8000	152759561	-4000	4000	1042
chr1	246503312	246511312	246507283	8000	246507312	-4000	4000	-29
chr1	248855144	248863144	248855418	8000	248859144	-4000	4000	-3726
chr1	45496079	45504079	45500381	8000	45500079	-4000	4000	302
chr1	237886922	237894922	237890148	8000	237890922	-4000	4000	-774
chr1	231333104	231341104	231338305	8000	231337104	-4000	4000	1201
chr1	247601586	247609586	247606502	8000	247605586	-4000	4000	916
chr1	25612791	25620791	25618268	8000	25616791	-4000	4000	1477
chr1	18476930	18484930	18483028	8000	18480930	-4000	4000	2098
chr1	39022318	39030318	39028861	8000	39026318	-4000	4000	2543
chr1	42149410	42157410	42153516	8000	42153410	-4000	4000	106
chr1	149809693	149817693	149813390	8000	149813693	-4000	4000	-303
chr1	152111444	152119444	152111858	8000	152115444	-4000	4000	-3586
chr1	152715522	152723522	152719689	8000	152719522	-4000	4000	167
chr1	159950237	159958237	159951799	8000	159954237	-4000	4000	-2438
chr1	247100372	247108372	247101772	8000	247104372	-4000	4000	-2600
chr1	248855144	248863144	248857848	8000	248859144	-4000	4000	-1296
chr1	37855592	37863592	37857466	8000	37859592	-4000	4000	-2126
chr1	152410263	152418263	152410366	8000	152414263	-4000	4000	-3897
chr1	159710589	159718589	159714052	8000	159714589	-4000	4000	-537
chr1	165352715	165360715	165355718	8000	165356715	-4000	4000	-997
chr1	19247552	19255552	19251813	8000	19251552	-4000	4000	261
chr1	19284770	19292770	19285103	8000	19288770	-4000	4000	-3667
chr1	26107165	26115165	26114330	8000	26111165	-4000	4000	3165
chr1	27379333	27387333	27380117	8000	27383333	-4000	4000	-3216
chr1	36080094	36088094	36085835	8000	36084094	-4000	4000	1741
chr1	93875918	93883918	93877337	8000	93879918	-4000	4000	-2581
chr1	148479302	148487302	148483103	8000	148483302	-4000	4000	-199
chr1	150253251	150261251	150260233	8000	150257251	-4000	4000	2982
chr1	152755561	152763561	152760854	8000	152759561	-4000	4000	1293
chr1	153982358	153990358	153983538	8000	153986358	-4000	4000	-2820
chr1	155907404	155915404	155914223	8000	155911404	-4000	4000	2819
chr1	161162056	161170056	161168025	8000	161166056	-4000	4000	1969
chr1	197142694	197150694	197143455	8000	197146694	-4000	4000	-3239
chr1	204192491	204200491	204192813	8000	204196491	-4000	4000	-3678
