Chr	Start	End	Mutation	Size	Middle	Start_C	End_C	Mutations_C
chr1	186439566	186447566	186443900	8000	186443566	-4000	4000	334
chr1	248345713	248353713	248349077	8000	248349713	-4000	4000	-636
chr1	152149595	152157595	152155595	8000	152153595	-4000	4000	2000
chr1	171634799	171642799	171636268	8000	171638799	-4000	4000	-2531
chr1	149809225	149817225	149812291	8000	149813225	-4000	4000	-934
chr1	151696058	151704058	151698830	8000	151700058	-4000	4000	-1228
chr1	152405243	152413243	152409902	8000	152409243	-4000	4000	659
chr1	152758052	152766052	152760603	8000	152762052	-4000	4000	-1449
chr1	39674648	39682648	39682462	8000	39678648	-4000	4000	3814
chr1	247602515	247610515	247606502	8000	247606515	-4000	4000	-13
chr1	42151820	42159820	42153516	8000	42155820	-4000	4000	-2304
chr1	53463488	53471488	53464813	8000	53467488	-4000	4000	-2675
chr1	149809225	149817225	149813390	8000	149813225	-4000	4000	165
chr1	152716470	152724470	152719689	8000	152720470	-4000	4000	-781
chr1	159947492	159955492	159951799	8000	159951492	-4000	4000	307
chr1	248097103	248105103	248099471	8000	248101103	-4000	4000	-1632
chr1	247707813	247715813	247712381	8000	247711813	-4000	4000	568
chr1	152405243	152413243	152410366	8000	152409243	-4000	4000	1123
chr1	159708289	159716289	159714052	8000	159712289	-4000	4000	1763
chr1	152758052	152766052	152760854	8000	152762052	-4000	4000	-1198
chr1	152881047	152889047	152884592	8000	152885047	-4000	4000	-455
chr1	204186341	204194341	204192813	8000	204190341	-4000	4000	2472
chr1	248451725	248459725	248452797	8000	248455725	-4000	4000	-2928
chr1	152102317	152110317	152110100	8000	152106317	-4000	4000	3783
chr1	247666812	247674812	247672269	8000	247670812	-4000	4000	1457
chr1	158556606	158564606	158562805	8000	158560606	-4000	4000	2199
chr1	31628518	31636518	31633288	8000	31632518	-4000	4000	770
chr1	149883469	149891469	149886521	8000	149887469	-4000	4000	-948
chr1	198519222	198527222	198523313	8000	198523222	-4000	4000	91
chr1	228057271	228065271	228059032	8000	228061271	-4000	4000	-2239
chr1	46925177	46933177	46930203	8000	46929177	-4000	4000	1026
chr1	119419035	119427035	119419512	8000	119423035	-4000	4000	-3523
chr1	152800832	152808832	152805425	8000	152804832	-4000	4000	593
chr1	152800832	152808832	152805427	8000	152804832	-4000	4000	595
chr1	12792628	12800628	12793374	8000	12796628	-4000	4000	-3254
chr1	203163811	203171811	203170314	8000	203167811	-4000	4000	2503
chr1	248319630	248327630	248323712	8000	248323630	-4000	4000	82
chr1	12875212	12883212	12879325	8000	12879212	-4000	4000	113
chr1	158751891	158759891	158754847	8000	158755891	-4000	4000	-1044
chr1	248470307	248478307	248473878	8000	248474307	-4000	4000	-429
chr1	12916482	12924482	12920255	8000	12920482	-4000	4000	-227
chr1	108738749	108746749	108746730	8000	108742749	-4000	4000	3981
chr1	158770222	158778222	158777061	8000	158774222	-4000	4000	2839
chr1	15487395	15495395	15492806	8000	15491395	-4000	4000	1411
chr1	153988685	153996685	153992859	8000	153992685	-4000	4000	174
chr1	31628518	31636518	31633220	8000	31632518	-4000	4000	702
chr1	152561654	152569654	152566134	8000	152565654	-4000	4000	480
chr1	248097103	248105103	248099867	8000	248101103	-4000	4000	-1236
chr1	212826141	212834141	212830151	8000	212830141	-4000	4000	10
chr1	115281904	115289904	115286700	8000	115285904	-4000	4000	796
chr1	146013468	146021468	146018021	8000	146017468	-4000	4000	553
chr1	152758052	152766052	152760708	8000	152762052	-4000	4000	-1344
chr1	241991490	241999490	241998820	8000	241995490	-4000	4000	3330
chr1	248265917	248273917	248273043	8000	248269917	-4000	4000	3126
chr1	12663076	12671076	12666184	8000	12667076	-4000	4000	-892
chr1	162369203	162377203	162373910	8000	162373203	-4000	4000	707
chr1	34758327	34766327	34762130	8000	34762327	-4000	4000	-197
chr1	248569801	248577801	248574629	8000	248573801	-4000	4000	828
chr1	90707539	90715539	90714549	8000	90711539	-4000	4000	3010
chr1	13365067	13373067	13370662	8000	13369067	-4000	4000	1595
chr1	247445118	247453118	247448817	8000	247449118	-4000	4000	-301
chr1	24115771	24123771	24121696	8000	24119771	-4000	4000	1925
chr1	160086563	160094563	160092989	8000	160090563	-4000	4000	2426
chr1	167125165	167133165	167126134	8000	167129165	-4000	4000	-3031
chr1	248142086	248150086	248145832	8000	248146086	-4000	4000	-254
chr1	247735559	247743559	247738656	8000	247739559	-4000	4000	-903
chr1	247962386	247970386	247965464	8000	247966386	-4000	4000	-922
chr1	248319630	248327630	248324373	8000	248323630	-4000	4000	743
chr1	158540550	158548550	158547533	8000	158544550	-4000	4000	2983
chr1	63321128	63329128	63323864	8000	63325128	-4000	4000	-1264
chr1	115281904	115289904	115286799	8000	115285904	-4000	4000	895
chr1	152758052	152766052	152760387	8000	152762052	-4000	4000	-1665
chr1	158606704	158614704	158613842	8000	158610704	-4000	4000	3138
chr1	115832377	115840377	115836514	8000	115836377	-4000	4000	137
chr1	192363285	192371285	192366180	8000	192367285	-4000	4000	-1105
chr1	159439078	159447078	159440152	8000	159443078	-4000	4000	-2926
chr1	248645838	248653838	248650071	8000	248649838	-4000	4000	233
chr1	153066226	153074226	153070589	8000	153070226	-4000	4000	363
chr1	153066226	153074226	153070590	8000	153070226	-4000	4000	364
chr1	158608514	158616514	158615329	8000	158612514	-4000	4000	2815
chr1	248059407	248067407	248061582	8000	248063407	-4000	4000	-1825
chr1	212622775	212630775	212624988	8000	212626775	-4000	4000	-1787
chr1	152080141	152088141	152085532	8000	152084141	-4000	4000	1391
chr1	13337892	13345892	13344486	8000	13341892	-4000	4000	2594
chr1	149883469	149891469	149887265	8000	149887469	-4000	4000	-204
chr1	152208076	152216076	152213577	8000	152212076	-4000	4000	1501
chr1	158606704	158614704	158614305	8000	158610704	-4000	4000	3601
