Chr	Start	End	Mutation	Size	Middle	Start_C	End_C	Mutations_C
chr1	52031898	52034068	52033476	2170	52032983	-1085	1085	493
chr1	145845583	145848365	145847270	2782	145846974	-1391	1391	296
chr1	150470714	150472742	150471903	2028	150471728	-1014	1014	175
chr1	153771364	153774208	153772667	2844	153772786	-1422	1422	-119
chr1	15563214	15566160	15566105	2946	15564687	-1473	1473	1418
chr1	93582068	93585358	93582741	3290	93583713	-1645	1645	-972
chr1	117074836	117076768	117075536	1932	117075802	-966	966	-266
chr1	181088035	181090557	181088914	2522	181089296	-1261	1261	-382
chr1	183117972	183122026	183118097	4054	183119999	-2027	2027	-1902
chr1	153662647	153663921	153662780	1274	153663284	-637	637	-504
chr1	11053065	11060620	11056717	7555	11056842	-3777	3778	-125
chr1	15926508	15928947	15928519	2439	15927727	-1219	1220	792
chr1	43702147	43705575	43703590	3428	43703861	-1714	1714	-271
chr1	151050238	151052318	151050674	2080	151051278	-1040	1040	-604
chr1	153618818	153620573	153618854	1755	153619695	-877	878	-841
chr1	32202502	32207732	32207474	5230	32205117	-2615	2615	2357
chr1	3476538	3483859	3480454	7321	3480198	-3660	3661	256
chr1	39563140	39565012	39564767	1872	39564076	-936	936	691
chr1	9722296	9727529	9727085	5233	9724912	-2616	2617	2173
chr1	20637042	20640758	20637903	3716	20638900	-1858	1858	-997
chr1	108922686	108924661	108924216	1975	108923673	-987	988	543
chr1	109236669	109240530	109237770	3861	109238599	-1930	1931	-829
chr1	150337464	150338483	150338176	1019	150337973	-509	510	203
chr1	151398646	151402348	151400643	3702	151400497	-1851	1851	146
chr1	154550069	154556304	154555955	6235	154553186	-3117	3118	2769
chr1	155043623	155049605	155046085	5982	155046614	-2991	2991	-529
chr1	155266297	155267644	155266853	1347	155266970	-673	674	-117
chr1	156937683	156942123	156940313	4440	156939903	-2220	2220	410
chr1	161121454	161124393	161124279	2939	161122923	-1469	1470	1356
chr1	161173127	161176094	161173837	2967	161174610	-1483	1484	-773
chr1	165752018	165752897	165752168	879	165752457	-439	440	-289
chr1	173987274	173992978	173992960	5704	173990126	-2852	2852	2834
chr1	180014995	180017161	180015937	2166	180016078	-1083	1083	-141
chr1	214332725	214334587	214334031	1862	214333656	-931	931	375
chr1	222628290	222630361	222629475	2071	222629325	-1035	1036	150
chr1	226068609	226072173	226071473	3564	226070391	-1782	1782	1082
chr1	226378936	226383187	226383034	4251	226381061	-2125	2126	1973
chr1	244854759	244856700	244856308	1941	244855729	-970	971	579
chr1	154925015	154928076	154926408	3061	154926545	-1530	1531	-137
chr1	117366145	117368601	117368238	2456	117367373	-1228	1228	865
chr1	171541049	171542320	171542133	1271	171541684	-635	636	449
chr1	26182702	26187437	26183369	4735	26185069	-2367	2368	-1700
chr1	180273799	180275177	180274002	1378	180274488	-689	689	-486
chr1	214332725	214334587	214333953	1862	214333656	-931	931	297
chr1	1635239	1642737	1638532	7498	1638988	-3749	3749	-456
chr1	6208240	6214118	6212390	5878	6211179	-2939	2939	1211
chr1	109062892	109064738	109064634	1846	109063815	-923	923	819
chr1	150628852	150629945	150629506	1093	150629398	-546	547	108
chr1	155311963	155315533	155312373	3570	155313748	-1785	1785	-1375
chr1	171782988	171786088	171784019	3100	171784538	-1550	1550	-519
chr1	200848929	200851014	200849215	2085	200849971	-1042	1043	-756
chr1	42930860	42932476	42931078	1616	42931668	-808	808	-590
chr1	161230707	161232686	161230980	1979	161231696	-989	990	-716
chr1	160238884	160241198	160240318	2314	160240041	-1157	1157	277
chr1	52353138	52355171	52353461	2033	52354154	-1016	1017	-693
chr1	11847599	11853093	11847627	5494	11850346	-2747	2747	-2719
chr1	109236669	109240530	109237802	3861	109238599	-1930	1931	-797
chr1	108745684	108747706	108746730	2022	108746695	-1011	1011	35
chr1	225852183	225854041	225852770	1858	225853112	-929	929	-342
