Chr	Start	End	Name	Score	Strand
chr1	131901	137901	KNOWN	0	-
chr1	876955	882955	SAMD11	0	+
chr1	898099	904099	KLHL17	0	+
chr1	908245	914245	PLEKHN1	0	+
chr1	931342	937342	HES4	0	-
chr1	946920	952920	ISG15	0	+
chr1	988498	994498	AGRN	0	+
chr1	1003347	1009347	RNF223	0	-
chr1	1014198	1020198	C1orf159	0	-
chr1	1130316	1136316	TTLL10	0	+
chr1	1135888	1141888	TNFRSF18	0	-
chr1	1143706	1149706	TNFRSF4	0	-
chr1	1149311	1155311	SDF4	0	-
chr1	1167421	1173421	B3GALT6	0	+
chr1	1174826	1180826	C1QTNF12	0	-
chr1	1186289	1192289	UBE2J2	0	-
chr1	1224409	1230409	SCNN1D	0	+
chr1	1224770	1230770	ACAP3	0	-
chr1	1243965	1249965	INTS11	0	-
chr1	1261276	1267276	CPTP	0	+
chr1	1267656	1273656	DVL1	0	-
chr1	1285069	1291069	MXRA8	0	-
chr1	1306110	1312110	AURKAIP1	0	-
chr1	1318091	1324091	CCNL2	0	-
chr1	1334289	1340289	MRPL20	0	-
chr1	1350800	1356800	ANKRD65	0	-
chr1	1362635	1368635	TMEM88B	0	+
chr1	1375262	1381262	VWA1	0	+
chr1	1402543	1408543	ATAD3C	0	+
chr1	1430228	1436228	ATAD3B	0	+
chr1	1467065	1473065	ATAD3A	0	+
chr1	1467158	1473158	TMEM240	0	-
chr1	1474053	1480053	SSU72	0	-
chr1	1530392	1536392	FNDC10	0	-
chr1	1562985	1568985	MIB2	0	+
chr1	1567601	1573601	CDK11B	0	-
chr1	1587990	1593990	SLC35E2B	0	-
chr1	1630818	1636818	CDK11A	0	-
chr1	1679671	1685671	NADK	0	-
chr1	1713724	1719724	GNB1	0	-
chr1	1845735	1851735	CALML6	0	+
chr1	1846029	1852029	TMEM52	0	-
chr1	1850390	1856390	CFAP74	0	-
chr1	1959197	1965197	GABRD	0	+
chr1	2113834	2119834	PRKCZ	0	+
chr1	2238652	2244652	SKI	0	+
chr1	2249692	2255692	MORN1	0	-
chr1	2333881	2339881	RER1	0	+
chr1	2433971	2439971	PLCH2	0	+
chr1	2436976	2442976	PANK4	0	-
chr1	2493821	2499821	TNFRSF14	0	+
chr1	2519078	2525078	MMEL1	0	-
chr1	2565425	2571425	TTC34	0	-
chr1	3352185	3358185	PRDM16	0	+
chr1	3394677	3400677	ARHGEF16	0	+
chr1	3401515	3407515	MEGF6	0	-
chr1	3543691	3549691	TPRG1L	0	+
chr1	3649765	3655765	TP73	0	+
chr1	3685209	3691209	CCDC27	0	+
chr1	3689546	3695546	SMIM1	0	+
chr1	3692123	3698123	LRRC47	0	-
chr1	3725650	3731650	CEP104	0	-
chr1	3802689	3808689	C1orf174	0	-
chr1	4849594	4855594	AJAP1	0	+
chr1	5919871	5925871	NPHP4	0	-
chr1	6158847	6164847	CHD5	0	-
chr1	6242080	6248080	RPL22	0	-
chr1	6278253	6284253	ICMT	0	-
chr1	6304413	6310413	GPR153	0	-
chr1	6321329	6327329	ACOT7	0	-
chr1	6469478	6475478	HES2	0	-
chr1	6518427	6524427	ESPN	0	+
chr1	6524182	6530182	PLEKHG5	0	-
chr1	6578407	6584407	NOL9	0	-
chr1	6636815	6642815	TAS1R1	0	+
chr1	6646340	6652340	ZBTB48	0	+
chr1	6647784	6653784	KLHL21	0	-
chr1	6691228	6697228	DNAJC11	0	-
chr1	7826766	7832766	CAMTA1	0	+
chr1	7838492	7844492	VAMP3	0	+
chr1	7902237	7908237	PER3	0	+
chr1	7972931	7978931	TNFRSF9	0	-
chr1	8042565	8048565	PARK7	0	+
chr1	8061464	8067464	ERRFI1	0	-
chr1	8401227	8407227	SLC45A1	0	+
chr1	8409457	8415457	RERE	0	-
chr1	8918059	8924059	ENO1	0	-
chr1	9032151	9038151	CA6	0	+
chr1	9092165	9098165	SLC2A5	0	-
chr1	9157364	9163364	GPR157	0	-
chr1	9328396	9334396	H6PD	0	+
chr1	9426591	9432591	SPSB1	0	+
chr1	9642231	9648231	SLC25A33	0	+
chr1	9671935	9677935	TMEM201	0	+
chr1	9786172	9792172	PIK3CD	0	+
chr1	9905334	9911334	CTNNBIP1	0	-
chr1	9979171	9985171	LZIC	0	-
chr1	10042559	10048559	NMNAT1	0	+
chr1	10073079	10079079	RBP7	0	+
chr1	10238297	10244297	UBE4B	0	+
chr1	10438661	10444661	KIF1B	0	+
chr1	10477568	10483568	PGD	0	+
chr1	10687815	10693815	PEX14	0	+
chr1	10693661	10699661	CASZ1	0	-
chr1	11003528	11009528	C1orf127	0	-
chr1	11079066	11085066	MASP2	0	-
chr1	11111641	11117641	SRM	0	-
chr1	11123675	11129675	EXOSC10	0	-
chr1	11163592	11169592	MTOR	0	-
chr1	11353106	11359106	UBIAD1	0	+
chr1	11594608	11600608	DISP3	0	+
chr1	11694075	11700075	FBXO2	0	-
chr1	11782914	11788914	DRAXIN	0	+
chr1	11811859	11817859	AGTRAP	0	+
chr1	11905136	11911136	CLCN6	0	+
chr1	11914521	11920521	NPPB	0	-
chr1	11976648	11982648	KIAA2013	0	-
chr1	12032595	12038595	PLOD1	0	+
chr1	12072268	12078268	MFN2	0	+
chr1	12089102	12095102	MIIP	0	+
chr1	12201264	12207264	TNFRSF8	0	+
chr1	12266285	12272285	TNFRSF1B	0	+
chr1	12569099	12575099	VPS13D	0	+
chr1	12624939	12630939	DHRS3	0	-
chr1	12820847	12826847	CFAP107	0	+
chr1	13798441	13804441	LRRC38	0	-
chr1	13941452	13947452	PDPN	0	+
chr1	14148574	14154574	PRDM2	0	+
chr1	15441539	15447539	KAZN	0	+
chr1	15543974	15549974	TMEM51	0	+
chr1	15723779	15729779	FHAD1	0	+
