Chr	Start	End	Mutation	Size	Middle	Start_C	End_C	Mutations_C
chr1	32360278	32368278	32363805	8000	32364278	-4000	4000	-473
chr1	145841630	145849630	145847270	8000	145845630	-4000	4000	1640
chr1	145906111	145914111	145912056	8000	145910111	-4000	4000	1945
chr1	161148776	161156776	161153822	8000	161152776	-4000	4000	1046
chr1	19284770	19292770	19286262	8000	19288770	-4000	4000	-2508
chr1	232801416	232809416	232805052	8000	232805416	-4000	4000	-364
chr1	23365836	23373836	23369496	8000	23369836	-4000	4000	-340
chr1	149808373	149816373	149812291	8000	149812373	-4000	4000	-82
chr1	181084700	181092700	181088914	8000	181088700	-4000	4000	214
chr1	246503312	246511312	246507283	8000	246507312	-4000	4000	-29
chr1	248855144	248863144	248855418	8000	248859144	-4000	4000	-3726
chr1	45496300	45504300	45500381	8000	45500300	-4000	4000	81
chr1	231333852	231341852	231338305	8000	231337852	-4000	4000	453
chr1	11056020	11064020	11056717	8000	11060020	-4000	4000	-3303
chr1	25612791	25620791	25618268	8000	25616791	-4000	4000	1477
chr1	18476930	18484930	18483028	8000	18480930	-4000	4000	2098
chr1	39022318	39030318	39028861	8000	39026318	-4000	4000	2543
chr1	149808373	149816373	149813390	8000	149812373	-4000	4000	1017
chr1	151043751	151051751	151050674	8000	151047751	-4000	4000	2923
chr1	153612986	153620986	153618854	8000	153616986	-4000	4000	1868
chr1	247100372	247108372	247101772	8000	247104372	-4000	4000	-2600
chr1	248855144	248863144	248857848	8000	248859144	-4000	4000	-1296
chr1	32201671	32209671	32207474	8000	32205671	-4000	4000	1803
chr1	37855592	37863592	37857466	8000	37859592	-4000	4000	-2126
chr1	156587756	156595756	156592448	8000	156591756	-4000	4000	692
chr1	1320756	1328756	1321057	8000	1324756	-4000	4000	-3699
chr1	19247552	19255552	19251813	8000	19251552	-4000	4000	261
chr1	19284770	19292770	19285103	8000	19288770	-4000	4000	-3667
chr1	26107165	26115165	26114330	8000	26111165	-4000	4000	3165
chr1	27379333	27387333	27380117	8000	27383333	-4000	4000	-3216
chr1	36080094	36088094	36085835	8000	36084094	-4000	4000	1741
chr1	93875918	93883918	93877337	8000	93879918	-4000	4000	-2581
chr1	148479302	148487302	148483103	8000	148483302	-4000	4000	-199
chr1	150253251	150261251	150260233	8000	150257251	-4000	4000	2982
chr1	151395560	151403560	151400643	8000	151399560	-4000	4000	1083
chr1	153982358	153990358	153983538	8000	153986358	-4000	4000	-2820
chr1	154555028	154563028	154555955	8000	154559028	-4000	4000	-3073
chr1	155316894	155324894	155321156	8000	155320894	-4000	4000	262
chr1	155907404	155915404	155914223	8000	155911404	-4000	4000	2819
chr1	161162056	161170056	161168025	8000	161166056	-4000	4000	1969
chr1	197142694	197150694	197143455	8000	197146694	-4000	4000	-3239
chr1	232801416	232809416	232807134	8000	232805416	-4000	4000	1718
chr1	248855144	248863144	248857466	8000	248859144	-4000	4000	-1678
chr1	248855144	248863144	248857457	8000	248859144	-4000	4000	-1687
chr1	109707780	109715780	109712259	8000	109711780	-4000	4000	479
chr1	117363449	117371449	117368238	8000	117367449	-4000	4000	789
chr1	1720357	1728357	1721603	8000	1724357	-4000	4000	-2754
chr1	155606205	155614205	155611578	8000	155610205	-4000	4000	1373
chr1	46715146	46723146	46717972	8000	46719146	-4000	4000	-1174
chr1	100128955	100136955	100132845	8000	100132955	-4000	4000	-110
chr1	6205389	6213389	6212390	8000	6209389	-4000	4000	3001
chr1	43970487	43978487	43972155	8000	43974487	-4000	4000	-2332
chr1	149883890	149891890	149886521	8000	149887890	-4000	4000	-1369
chr1	150625612	150633612	150629506	8000	150629612	-4000	4000	-106
chr1	155304748	155312748	155312373	8000	155308748	-4000	4000	3625
chr1	171777660	171785660	171784019	8000	171781660	-4000	4000	2359
chr1	222544104	222552104	222548008	8000	222548104	-4000	4000	-96
chr1	184047651	184055651	184054790	8000	184051651	-4000	4000	3139
chr1	203182704	203190704	203183727	8000	203186704	-4000	4000	-2977
chr1	162019869	162027869	162019984	8000	162023869	-4000	4000	-3885
chr1	197142694	197150694	197143355	8000	197146694	-4000	4000	-3339
chr1	179587613	179595613	179588303	8000	179591613	-4000	4000	-3310
chr1	919923	927923	925952	8000	923923	-4000	4000	2029
chr1	26313958	26321958	26317976	8000	26317958	-4000	4000	18
chr1	20657544	20665544	20664589	8000	20661544	-4000	4000	3045
chr1	151759496	151767496	151767237	8000	151763496	-4000	4000	3741
chr1	108742674	108750674	108746730	8000	108746674	-4000	4000	56
chr1	52400423	52408423	52405803	8000	52404423	-4000	4000	1380
chr1	180908897	180916897	180916241	8000	180912897	-4000	4000	3344
chr1	153546136	153554136	153547714	8000	153550136	-4000	4000	-2422
chr1	151032321	151040321	151038939	8000	151036321	-4000	4000	2618
chr1	153986762	153994762	153992859	8000	153990762	-4000	4000	2097
chr1	93341907	93349907	93346623	8000	93345907	-4000	4000	716
chr1	92828013	92836013	92832079	8000	92832013	-4000	4000	66
chr1	112707433	112715433	112710471	8000	112711433	-4000	4000	-962
chr1	36446451	36454451	36450273	8000	36450451	-4000	4000	-178
chr1	161155450	161163450	161158123	8000	161159450	-4000	4000	-1327
chr1	26313958	26321958	26318024	8000	26317958	-4000	4000	66
chr1	1228237	1236237	1228592	8000	1232237	-4000	4000	-3645
chr1	12844720	12852720	12847829	8000	12848720	-4000	4000	-891
chr1	6205389	6213389	6211894	8000	6209389	-4000	4000	2505
chr1	202003945	202011945	202011158	8000	202007945	-4000	4000	3213
chr1	42654335	42662335	42659319	8000	42658335	-4000	4000	984
chr1	159776932	159784932	159782260	8000	159780932	-4000	4000	1328
chr1	76070746	76078746	76074852	8000	76074746	-4000	4000	106
chr1	145923258	145931258	145924521	8000	145927258	-4000	4000	-2737
chr1	151849712	151857712	151853551	8000	151853712	-4000	4000	-161
chr1	158174030	158182030	158180943	8000	158178030	-4000	4000	2913
chr1	145992579	146000579	145996228	8000	145996579	-4000	4000	-351
chr1	209780559	209788559	209781442	8000	209784559	-4000	4000	-3117
chr1	150625612	150633612	150629466	8000	150629612	-4000	4000	-146
chr1	244860560	244868560	244862501	8000	244864560	-4000	4000	-2059
chr1	54883195	54891195	54883745	8000	54887195	-4000	4000	-3450
chr1	43987359	43995359	43992137	8000	43991359	-4000	4000	778
chr1	202885149	202893149	202892351	8000	202889149	-4000	4000	3202
chr1	200406056	200414056	200407700	8000	200410056	-4000	4000	-2356
chr1	158349696	158357696	158355431	8000	158353696	-4000	4000	1735
chr1	158349696	158357696	158355432	8000	158353696	-4000	4000	1736
chr1	234369456	234377456	234374369	8000	234373456	-4000	4000	913
chr1	154970395	154978395	154975757	8000	154974395	-4000	4000	1362
chr1	169790963	169798963	169793302	8000	169794963	-4000	4000	-1661
chr1	145841630	145849630	145847587	8000	145845630	-4000	4000	1957
chr1	85576761	85584761	85583095	8000	85580761	-4000	4000	2334
chr1	35189145	35197145	35193050	8000	35193145	-4000	4000	-95
chr1	217627090	217635090	217631406	8000	217631090	-4000	4000	316
chr1	154952123	154960123	154958907	8000	154956123	-4000	4000	2784
chr1	209671412	209679412	209676006	8000	209675412	-4000	4000	594
chr1	107052674	107060674	107057655	8000	107056674	-4000	4000	981
chr1	152997747	153005747	153003097	8000	153001747	-4000	4000	1350
chr1	227559543	227567543	227563695	8000	227563543	-4000	4000	152
chr1	31292788	31300788	31296684	8000	31296788	-4000	4000	-104
chr1	31292788	31300788	31296685	8000	31296788	-4000	4000	-103
chr1	109707780	109715780	109713368	8000	109711780	-4000	4000	1588
chr1	23796781	23804781	23802404	8000	23800781	-4000	4000	1623
chr1	26356080	26364080	26361851	8000	26360080	-4000	4000	1771
chr1	109612104	109620104	109620076	8000	109616104	-4000	4000	3972
chr1	161520540	161528540	161525612	8000	161524540	-4000	4000	1072
chr1	160281130	160289130	160282107	8000	160285130	-4000	4000	-3023
chr1	43168330	43176330	43172123	8000	43172330	-4000	4000	-207
chr1	110959965	110967965	110963627	8000	110963965	-4000	4000	-338
chr1	150253251	150261251	150260269	8000	150257251	-4000	4000	3018
