Chr	Start	End	Name	Region_Type	Orientation
chr1	1130316	1141888	TTLL10-TNFRSF18	C	+-
chr1	1167421	1180826	B3GALT6-C1QTNF12	C	+-
chr1	1224409	1230770	SCNN1D-ACAP3	C	+-
chr1	1261276	1273656	CPTP-DVL1	C	+-
chr1	1467065	1473158	ATAD3A-TMEM240	C	+-
chr1	1562985	1573601	MIB2-CDK11B	C	+-
chr1	1845735	1852029	CALML6-TMEM52	C	+-
chr1	2433971	2442976	PLCH2-PANK4	C	+-
chr1	3394677	3407515	ARHGEF16-MEGF6	C	+-
chr1	3689546	3698123	SMIM1-LRRC47	C	+-
chr1	6302638	6310413	HES3-GPR153	C	+-
chr1	6518427	6530182	ESPN-PLEKHG5	C	+-
chr1	6646340	6653784	ZBTB48-KLHL21	C	+-
chr1	8401227	8415457	SLC45A1-RERE	C	+-
chr1	10687815	10699661	PEX14-CASZ1	C	+-
chr1	11905136	11920521	CLCN6-NPPB	C	+-
chr1	16263951	16271364	SPEN-ZBTB17	C	+-
chr1	16380806	16387264	CLCNKB-FAM131C	C	+-
chr1	17296459	17303997	CROCC-MFAP2	C	+-
chr1	17725195	17736256	PADI6-RCC2	C	+-
chr1	19583622	19595476	MRTO4-AKR7L	C	+-
chr1	19652794	19668269	SLC66A1-CAPZB	C	+-
chr1	20004459	20011733	HTR6-TMCO4	C	+-
chr1	20236438	20249502	OTUD3-PLA2G2E	C	+-
chr1	20975004	20981260	PINK1-DDOST	C	+-
chr1	23407182	23413523	KDM1A-LUZP1	C	+-
chr1	24119029	24125089	LYPLA2-GALE	C	+-
chr1	24286952	24293837	PNRC2-SRSF10	C	+-
chr1	26359955	26366743	EXTL1-SLC30A2	C	+-
chr1	26487453	26493592	FAM110D-C1orf232	C	+-
chr1	26602299	26610819	CEP85-UBXN11	C	+-
chr1	27270362	27279053	NUDC-KDF1	C	+-
chr1	27324377	27334511	TRNP1-TENT5B	C	+-
chr1	27677428	27684675	SYTL1-MAP3K6	C	+-
chr1	27719318	27733734	GPR3-WASF2	C	+-
chr1	28210196	28221035	THEMIS2-RPA2	C	+-
chr1	28291604	28299855	XKR8-EYA3	C	+-
chr1	28902057	28917341	TRNAU1AP-TAF12	C	+-
chr1	31834800	31841100	ZCCHC17-FABP3	C	+-
chr1	32796236	32802440	HDAC1-MARCKSL1	C	+-
chr1	32826913	32833234	TSSK3-BSDC1	C	+-
chr1	33237571	33243838	KIAA1522-YARS1	C	+-
chr1	33763320	33775367	ZNF362-A3GALT2	C	+-
chr1	36057929	36068142	TFAP2E-PSMB2	C	+-
chr1	36556533	36563840	ADPRS-COL8A2	C	+-
